Name,Team,GP,,G,,A,,Pts,,+/-,,PIM,,Hits,,BkS,,FW,,FL,,FO%,,PPG,,PPA,,SHG,,SHA,,GW,,SOG,,Pct,
 Adam Pelech,NYI,12,,1,,2,,3,,0,,0,,18,,14,,0,,0,,N/A,,0,,0,,0,,0,,0,,14,,0.071,
 Kyle Rau,FLA,24,,2,,1,,3,,-3,,4,,24,,3,,2,,1,,0.667,,0,,0,,0,,0,,0,,21,,0.095,
 Tyler Graovac,MIN,33,,3,,0,,3,,1,,4,,35,,10,,120,,118,,0.504,,0,,0,,0,,0,,1,,28,,0.107,
 Gemel Smith,DAL,12,,2,,1,,3,,1,,21,,3,,4,,21,,30,,0.412,,0,,0,,1,,0,,0,,14,,0.143,
 Brett Kulak,CGY,15,,0,,3,,3,,1,,10,,8,,9,,0,,0,,N/A,,0,,0,,0,,0,,0,,16,,0,
 Klas Dahlbeck,CAR,10,,1,,2,,3,,0,,12,,14,,6,,0,,0,,N/A,,0,,0,,0,,0,,0,,7,,0.143,
 Jakub Vrana,WAS,12,,1,,2,,3,,2,,2,,3,,6,,0,,2,,0,,1,,1,,0,,0,,1,,21,,0.048,
 Frederik Gauthier,TOR,11,,2,,1,,3,,2,,21,,7,,9,,63,,60,,0.512,,0,,0,,0,,0,,0,,7,,0.286,
 Clayton Stoner,ANA,14,,1,,2,,3,,0,,28,,35,,17,,0,,0,,N/A,,0,,0,,0,,0,,0,,16,,0.063,
 Ryan Garbutt,ANA,27,,2,,1,,3,,-3,,20,,53,,12,,7,,4,,0.636,,0,,0,,0,,1,,1,,26,,0.077,
 Paul Thompson,FLA,17,,0,,3,,3,,-3,,22,,32,,13,,0,,1,,0,,0,,0,,0,,0,,0,,14,,0,
 Vernon Fiddler,NJD,35,,1,,2,,3,,-7,,25,,41,,18,,236,,194,,0.549,,0,,0,,1,,0,,0,,33,,0.03,
 Josh Jooris,ARI,23,,1,,2,,3,,2,,10,,25,,10,,72,,67,,0.518,,0,,0,,0,,0,,0,,23,,0.043,
 Jakub Kindl,FLA,25,,0,,3,,3,,-10,,22,,36,,24,,0,,0,,N/A,,0,,0,,0,,0,,0,,28,,0,
 Kevan Miller,BOS,26,,0,,3,,3,,-5,,17,,51,,36,,0,,0,,N/A,,0,,0,,0,,0,,0,,26,,0,
 Andreas Martinsen,COL,37,,1,,2,,3,,-4,,24,,103,,17,,2,,0,,1,,0,,0,,0,,1,,0,,38,,0.026,
 Zach Bogosian,BUF,22,,0,,3,,3,,-10,,15,,35,,41,,0,,0,,N/A,,0,,0,,0,,0,,0,,24,,0,
 Luke Schenn,ARI,38,,0,,3,,3,,1,,41,,140,,55,,0,,0,,N/A,,0,,0,,0,,0,,0,,46,,0,
 Chris Wagner,ANA,25,,3,,0,,3,,-3,,6,,60,,12,,33,,55,,0.375,,0,,0,,0,,0,,0,,28,,0.107,
 Zac Dalpe,MIN,9,,1,,2,,3,,0,,9,,5,,5,,27,,32,,0.458,,0,,0,,0,,0,,0,,8,,0.125,
 Niklas Kronwall,DET,25,,0,,3,,3,,2,,10,,35,,42,,0,,0,,N/A,,0,,1,,0,,0,,0,,25,,0,
 Matt Hendricks,EDM,19,,1,,2,,3,,-8,,15,,33,,24,,54,,46,,0.54,,0,,0,,0,,0,,1,,19,,0.053,
 Matt Nieto,COL,19,,0,,3,,3,,-4,,4,,27,,10,,0,,2,,0,,0,,0,,0,,0,,0,,31,,0,
 Julius Honka,DAL,8,,0,,3,,3,,-7,,2,,2,,4,,0,,0,,N/A,,0,,1,,0,,0,,0,,21,,0,
 Laurent Dauphin,ARI,23,,2,,1,,3,,-2,,10,,31,,11,,34,,42,,0.447,,0,,0,,1,,0,,1,,30,,0.067,
 Steven Santini,NJD,7,,1,,2,,3,,7,,0,,19,,5,,0,,0,,N/A,,0,,0,,0,,0,,0,,6,,0.167,
 Reid Boucher,VAN,12,,1,,2,,3,,1,,2,,12,,7,,0,,0,,N/A,,0,,0,,0,,0,,0,,15,,0.067,
 Carl Gunnarsson,STL,29,,0,,2,,2,,-5,,4,,21,,35,,0,,0,,N/A,,0,,0,,0,,0,,0,,15,,0,
 Chad Ruhwedel,PIT,5,,1,,1,,2,,3,,0,,4,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0.125,
 Tyler Ennis,BUF,12,,1,,1,,2,,-6,,0,,5,,3,,0,,3,,0,,0,,0,,0,,0,,0,,29,,0.034,
 Noel Acciari,BOS,19,,0,,2,,2,,0,,4,,44,,3,,9,,12,,0.429,,0,,0,,0,,0,,0,,15,,0,
 Mirco Mueller,SAN,4,,1,,1,,2,,2,,0,,2,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0.333,
 Anton Blidh,BOS,17,,1,,1,,2,,-2,,5,,37,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,25,,0.04,
 Shawn Thornton,FLA,19,,1,,1,,2,,-3,,9,,17,,2,,3,,3,,0.5,,0,,0,,0,,0,,0,,8,,0.125,
 Teddy Purcell,LOS,12,,0,,2,,2,,0,,0,,7,,2,,3,,0,,1,,0,,0,,0,,0,,0,,10,,0,
 Joel Vermin,TAM,8,,0,,2,,2,,3,,2,,11,,6,,2,,0,,1,,0,,0,,0,,0,,0,,7,,0,
 Taylor Chorney,WAS,8,,1,,1,,2,,3,,4,,12,,11,,0,,0,,N/A,,0,,0,,0,,0,,1,,10,,0.1,
 Chris Neil,OTT,40,,1,,1,,2,,-8,,49,,88,,14,,0,,0,,N/A,,0,,0,,0,,0,,0,,37,,0.027,
 Justin Falk,BUF,26,,0,,2,,2,,1,,11,,46,,12,,0,,0,,N/A,,0,,0,,0,,0,,0,,16,,0,
 Nick Bjugstad,FLA,21,,1,,1,,2,,-10,,10,,31,,3,,67,,77,,0.465,,0,,1,,0,,0,,0,,33,,0.03,
 Mark Fayne,EDM,4,,0,,2,,2,,1,,0,,1,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0,
 Michael Sgarbossa,FLA,18,,0,,2,,2,,-4,,2,,19,,8,,72,,90,,0.444,,0,,1,,0,,0,,0,,20,,0,
 Anthony Bitetto,NAS,10,,0,,2,,2,,0,,9,,15,,10,,0,,0,,N/A,,0,,0,,0,,0,,0,,7,,0,
 Kevin Gravel,LOS,28,,0,,2,,2,,4,,6,,46,,39,,0,,0,,N/A,,0,,1,,0,,0,,0,,25,,0,
 Phillip Di Giuseppe,CAR,18,,1,,1,,2,,-9,,13,,28,,8,,0,,2,,0,,0,,0,,0,,0,,1,,28,,0.036,
 Pontus Aberg,NAS,11,,1,,1,,2,,1,,2,,5,,1,,1,,0,,1,,0,,0,,0,,0,,0,,7,,0.143,
 Brayden McNabb,LOS,16,,2,,0,,2,,1,,13,,32,,18,,0,,0,,N/A,,0,,0,,0,,0,,0,,17,,0.118,
 Mark Borowiecki,OTT,39,,1,,1,,2,,-3,,69,,190,,51,,0,,0,,N/A,,0,,0,,0,,0,,0,,21,,0.048,
 Cody McLeod,NAS,29,,2,,0,,2,,0,,57,,51,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,13,,0.154,
 Justin Dowling,DAL,5,,0,,2,,2,,0,,2,,1,,0,,20,,21,,0.488,,0,,1,,0,,0,,0,,9,,0,
 Ryan Murphy,CAR,10,,0,,2,,2,,-6,,2,,2,,11,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0,
 Tanner Kero,CHI,10,,1,,1,,2,,2,,0,,14,,11,,46,,66,,0.411,,0,,0,,0,,0,,0,,10,,0.1,
 Marek Hrivik,NYR,16,,0,,2,,2,,-3,,2,,19,,5,,32,,48,,0.4,,0,,1,,0,,0,,0,,15,,0,
 Cory Conacher,TAM,7,,1,,1,,2,,-2,,4,,0,,0,,1,,1,,0.5,,1,,0,,0,,0,,0,,10,,0.1,
 Timo Meier,SAN,13,,1,,1,,2,,-2,,4,,36,,2,,0,,1,,0,,0,,0,,0,,0,,1,,36,,0.028,
 Cody Goloubef,COL,12,,0,,2,,2,,-6,,15,,8,,17,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0,
 Alex Biega,VAN,13,,0,,2,,2,,0,,8,,32,,14,,0,,0,,N/A,,0,,0,,0,,0,,0,,14,,0,
 Nate Prosser,MIN,17,,0,,2,,2,,-3,,4,,16,,26,,0,,0,,N/A,,0,,0,,0,,0,,0,,10,,0,
 Cody Eakin,DAL,22,,0,,2,,2,,-9,,25,,29,,10,,153,,154,,0.498,,0,,1,,0,,0,,0,,24,,0,
 Jacob Josefson,NJD,17,,0,,2,,2,,-2,,8,,13,,7,,56,,47,,0.544,,0,,1,,0,,0,,0,,21,,0,
 Robert Bortuzzo,STL,13,,1,,1,,2,,6,,2,,33,,24,,0,,0,,N/A,,0,,0,,0,,0,,0,,16,,0.063,
 Matthew Peca,TAM,9,,1,,1,,2,,-3,,2,,9,,2,,32,,33,,0.492,,0,,0,,0,,0,,0,,9,,0.111,
 Charles Hudon,MON,3,,0,,2,,2,,1,,2,,11,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0,
 Alex Burmistrov,ARI,23,,0,,2,,2,,-6,,6,,28,,4,,53,,94,,0.361,,0,,0,,0,,1,,0,,13,,0,
 Logan Shaw,ANA,25,,1,,1,,2,,-3,,6,,22,,10,,29,,68,,0.299,,0,,0,,0,,0,,0,,31,,0.032,
 Matt Greene,LOS,25,,1,,1,,2,,3,,19,,68,,25,,0,,0,,N/A,,0,,0,,0,,0,,0,,14,,0.071,
 Milan Michalek,TOR,5,,1,,1,,2,,-2,,2,,7,,9,,0,,1,,0,,0,,0,,0,,0,,0,,6,,0.167,
 Taylor Leier,PHI,10,,1,,1,,2,,-1,,4,,7,,0,,0,,1,,0,,0,,0,,0,,0,,0,,7,,0.143,
 Nicholas Baptiste,BUF,12,,2,,0,,2,,1,,6,,10,,1,,1,,2,,0.333,,0,,0,,0,,0,,0,,12,,0.167,
 Ryan Carpenter,SAN,3,,1,,0,,1,,1,,0,,8,,0,,10,,9,,0.526,,0,,0,,0,,0,,0,,4,,0.25,
 Nikita Scherbak,MON,3,,1,,0,,1,,1,,0,,0,,1,,0,,0,,N/A,,1,,0,,0,,0,,0,,3,,0.333,
 Wade Megan,STL,1,,1,,0,,1,,2,,0,,1,,0,,5,,4,,0.556,,0,,0,,0,,0,,0,,1,,1,
 Samuel Henley,COL,1,,1,,0,,1,,1,,2,,2,,0,,0,,1,,0,,0,,0,,0,,0,,0,,1,,1,
 Karl Stollery,NJD,2,,0,,1,,1,,1,,0,,6,,2,,0,,0,,N/A,,0,,1,,0,,0,,0,,1,,0,
 Tyler Gaudet,ARI,4,,0,,1,,1,,0,,0,,3,,1,,14,,21,,0.4,,0,,0,,0,,0,,0,,3,,0,
 Oliver Bjorkstrand,COB,5,,0,,1,,1,,-1,,6,,3,,2,,1,,0,,1,,0,,0,,0,,0,,0,,5,,0,
 Jake Virtanen,VAN,10,,0,,1,,1,,1,,2,,17,,4,,3,,0,,1,,0,,0,,0,,0,,0,,13,,0,
 Kurtis Gabriel,MIN,11,,0,,1,,1,,0,,24,,26,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0,
 Justin Bailey,BUF,9,,1,,0,,1,,0,,0,,12,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,9,,0.111,
 Zach Sanford,WAS,20,,0,,1,,1,,-1,,4,,11,,6,,10,,8,,0.556,,0,,0,,0,,0,,0,,17,,0,
 Harry Zolnierczyk,NAS,7,,0,,1,,1,,0,,4,,11,,5,,0,,1,,0,,0,,0,,0,,0,,0,,3,,0,
 Stefan Noesen,ANA,9,,1,,0,,1,,1,,2,,10,,1,,16,,29,,0.356,,0,,0,,0,,0,,0,,9,,0.111,
 Nick Sorensen,ANA,5,,0,,1,,1,,-1,,2,,2,,3,,1,,0,,1,,0,,0,,0,,0,,0,,7,,0,
 Brandon Davidson,EDM,11,,0,,1,,1,,-1,,6,,13,,22,,0,,0,,N/A,,0,,0,,0,,0,,0,,15,,0,
 Joe Morrow,BOS,13,,0,,1,,1,,-3,,6,,21,,15,,0,,0,,N/A,,0,,0,,0,,0,,0,,16,,0,
 Mark Stuart,WPG,12,,1,,0,,1,,2,,8,,16,,32,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0.125,
 Dylan Strome,ARI,7,,0,,1,,1,,-5,,0,,3,,2,,31,,46,,0.403,,0,,0,,0,,0,,0,,6,,0,
 Ty Rattie,CAR,7,,0,,1,,1,,-1,,0,,8,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0,
 Freddie Hamilton,CGY,18,,1,,0,,1,,-1,,6,,29,,1,,55,,38,,0.591,,0,,0,,0,,0,,1,,21,,0.048,
 Teemu Pulkkinen,MIN,9,,1,,0,,1,,-1,,2,,2,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0.25,
 Dylan McIlrath,FLA,5,,1,,0,,1,,-2,,14,,13,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0.5,
 Anton Rodin,VAN,3,,0,,1,,1,,1,,0,,0,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0,
 Kevin Connauton,ARI,11,,0,,1,,1,,-4,,6,,24,,9,,0,,0,,N/A,,0,,0,,0,,0,,0,,12,,0,
 Boyd Gordon,PHI,13,,1,,0,,1,,-5,,2,,4,,7,,48,,38,,0.558,,0,,0,,0,,0,,0,,8,,0.125,
 Michael Bournival,TAM,12,,1,,0,,1,,-4,,2,,15,,4,,1,,2,,0.333,,0,,0,,0,,0,,0,,17,,0.059,
 A.J. Greer,COL,5,,0,,1,,1,,-2,,4,,4,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0,
 Eric Gelinas,COL,19,,0,,1,,1,,-2,,12,,21,,12,,0,,1,,0,,0,,0,,0,,0,,0,,23,,0,
 Dmitry Kulikov,BUF,20,,0,,1,,1,,-10,,14,,22,,24,,0,,0,,N/A,,0,,0,,0,,0,,0,,20,,0,
 Steve Oleksy,PIT,9,,0,,1,,1,,2,,22,,19,,13,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0,
 Christoph Bertschy,MIN,5,,0,,1,,1,,0,,4,,7,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,5,,0,
 Tom Sestito,PIT,8,,0,,1,,1,,0,,24,,15,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0,
 Luke Witkowski,TAM,10,,0,,1,,1,,-4,,4,,18,,8,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0,
 Bryan Bickell,CAR,7,,1,,0,,1,,-1,,4,,10,,1,,0,,2,,0,,1,,0,,0,,0,,1,,6,,0.167,
 Hunter Shinkaruk,CGY,7,,0,,1,,1,,-3,,2,,3,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,5,,0,
 Adam McQuaid,BOS,41,,0,,1,,1,,4,,47,,93,,67,,0,,0,,N/A,,0,,0,,0,,0,,0,,42,,0,
 Michal Rozsival,CHI,13,,0,,1,,1,,-1,,6,,32,,20,,0,,0,,N/A,,0,,0,,0,,0,,0,,6,,0,
 Cole Schneider,BUF,4,,0,,1,,1,,2,,0,,3,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,6,,0,
 Jared Boll,ANA,30,,0,,1,,1,,-4,,53,,31,,7,,0,,1,,0,,0,,0,,0,,0,,0,,9,,0,
 Frederick Gaudreau,NAS,9,,0,,1,,1,,1,,0,,1,,5,,4,,8,,0.333,,0,,0,,0,,0,,0,,8,,0,
 Josh Gorges,BUF,34,,0,,1,,1,,-3,,25,,77,,62,,0,,1,,0,,0,,0,,0,,0,,0,,13,,0,
 John Mitchell,COL,34,,1,,0,,1,,-5,,20,,40,,27,,167,,138,,0.548,,0,,0,,0,,0,,1,,34,,0.029,
 Matt Carle,NAS,6,,0,,1,,1,,-1,,0,,3,,5,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0,
 Magnus Paajarvi,STL,3,,1,,0,,1,,0,,0,,1,,2,,1,,1,,0.5,,0,,0,,0,,0,,1,,2,,0.5,
 Joel Hanley,MON,7,,0,,0,,0,,-3,,4,,8,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,5,,0,
 Casey Nelson,BUF,8,,0,,0,,0,,-4,,2,,13,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,7,,0,
 Ryan Johnston,MON,7,,0,,0,,0,,-3,,4,,1,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0,
 Mikhail Sergachev,MON,3,,0,,0,,0,,1,,0,,7,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0,
 Jacob Larsson,ANA,4,,0,,0,,0,,-1,,2,,1,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0,
 Casey Bailey,OTT,4,,0,,0,,0,,-1,,0,,3,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0,
 Markus Hannikainen,COB,5,,0,,0,,0,,-1,,0,,10,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0,
 Erik Burgdoerfer,BUF,2,,0,,0,,0,,-1,,0,,5,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0,
 Liam O'Brien,WAS,1,,0,,0,,0,,0,,0,,1,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A,
 Brandon Montour,ANA,5,,0,,0,,0,,1,,2,,1,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0,
 Danton Heinen,BOS,8,,0,,0,,0,,-3,,2,,6,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,7,,0,
 Evan Rodrigues,BUF,2,,0,,0,,0,,-1,,0,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,2,,0,
 Vladislav Kamenev,NAS,2,,0,,0,,0,,-1,,2,,1,,1,,6,,7,,0.462,,0,,0,,0,,0,,0,,1,,0,
 Thomas Chabot,OTT,1,,0,,0,,0,,-2,,0,,1,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0,
 Brendan Guhle,BUF,3,,0,,0,,0,,1,,0,,3,,8,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0,
 John Quenneville,NJD,2,,0,,0,,0,,-1,,2,,1,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A,
 Mathew Barzal,NYI,2,,0,,0,,0,,-2,,6,,1,,0,,6,,7,,0.462,,0,,0,,0,,0,,0,,0,,N/A,
 Andreas Englund,OTT,4,,0,,0,,0,,0,,2,,16,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0,
 Jakub Nakladal,CAR,3,,0,,0,,0,,-4,,0,,2,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0,
 Blake Speers,NJD,3,,0,,0,,0,,0,,0,,1,,1,,0,,2,,0,,0,,0,,0,,0,,0,,3,,0,
 Petter Granberg,NAS,10,,0,,0,,0,,0,,10,,17,,9,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0,
 Dalton Prout,COB,9,,0,,0,,0,,2,,8,,20,,11,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0,
 Taylor Beck,EDM,3,,0,,0,,0,,-1,,4,,3,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A,
 Patrick Cannone,MIN,3,,0,,0,,0,,0,,0,,2,,1,,11,,10,,0.524,,0,,0,,0,,0,,0,,2,,0,
 Tim Heed,SAN,1,,0,,0,,0,,0,,0,,0,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0,
 Julian Melchiori,WPG,4,,0,,0,,0,,-3,,0,,5,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0,
 Quinton Howden,WPG,5,,0,,0,,0,,1,,0,,4,,0,,0,,2,,0,,0,,0,,0,,0,,0,,5,,0,
 Emerson Etem,ANA,3,,0,,0,,0,,1,,2,,4,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,N/A,
 Patrik Nemeth,DAL,16,,0,,0,,0,,-4,,8,,17,,19,,0,,0,,N/A,,0,,0,,0,,0,,0,,18,,0,
 Linden Vey,CGY,4,,0,,0,,0,,-2,,0,,1,,0,,9,,15,,0.375,,0,,0,,0,,0,,0,,1,,0,
 Byron Froese,TOR,2,,0,,0,,0,,0,,5,,0,,1,,7,,13,,0.35,,0,,0,,0,,0,,0,,2,,0,
 Miikka Salomaki,NAS,2,,0,,0,,0,,-1,,0,,6,,5,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0,
 Tyler Wotherspoon,CGY,4,,0,,0,,0,,-2,,0,,3,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0,
 Blake Coleman,NJD,2,,0,,0,,0,,0,,0,,5,,1,,6,,7,,0.462,,0,,0,,0,,0,,0,,3,,0,
 Tomas Jurco,DET,11,,0,,0,,0,,-3,,2,,4,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,7,,0,
 Rocco Grimaldi,COL,1,,0,,0,,0,,0,,0,,1,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0,
 Nicolas Deslauriers,BUF,21,,0,,0,,0,,-4,,11,,62,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,11,,0,
 Nicklas Jensen,NYR,7,,0,,0,,0,,-2,,0,,7,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0,
 Scott Harrington,COB,3,,0,,0,,0,,0,,0,,1,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0,
 David Warsofsky,PIT,5,,0,,0,,0,,0,,4,,3,,7,,0,,0,,N/A,,0,,0,,0,,0,,0,,9,,0,
 Andrew Desjardins,CHI,27,,0,,0,,0,,-7,,6,,43,,9,,23,,22,,0.511,,0,,0,,0,,0,,0,,29,,0,
 Adam Pardy,NAS,4,,0,,0,,0,,-1,,6,,3,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0,
 Cal O'Reilly,BUF,4,,0,,0,,0,,-1,,0,,0,,0,,15,,20,,0.429,,0,,0,,0,,0,,0,,1,,0,
 Mason Raymond,ANA,4,,0,,0,,0,,-2,,0,,3,,0,,0,,1,,0,,0,,0,,0,,0,,0,,3,,0,
 Cody Bass,NAS,9,,0,,0,,0,,-1,,19,,14,,4,,0,,2,,0,,0,,0,,0,,0,,0,,1,,0,
 Mike Blunden,OTT,1,,0,,0,,0,,0,,0,,5,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A,
 Ales Hemsky,DAL,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0,
 Jordin Tootoo,CHI,34,,0,,0,,0,,-5,,16,,30,,6,,1,,0,,1,,0,,0,,0,,0,,0,,33,,0,
 Nicklas Grossmann,CGY,3,,0,,0,,0,,-4,,2,,7,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0,
 Trevor Smith,NAS,1,,0,,0,,0,,0,,0,,0,,2,,0,,8,,0,,0,,0,,0,,0,,0,,0,,N/A,
 Brian Lashoff,DET,5,,0,,0,,0,,-3,,0,,8,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0,
 Steven Kampfer,NYR,1,,0,,0,,0,,-1,,4,,1,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A,
 Gabriel Bourque,COL,6,,0,,0,,0,,0,,0,,17,,6,,0,,1,,0,,0,,0,,0,,0,,0,,4,,0,
 Gabriel Dumont,TAM,2,,0,,0,,0,,-2,,0,,2,,0,,6,,3,,0.667,,0,,0,,0,,0,,0,,4,,0,
 Erik Condra,TAM,8,,0,,0,,0,,-4,,2,,3,,5,,1,,0,,1,,0,,0,,0,,0,,0,,7,,0,
 Simon Despres,ANA,1,,0,,0,,0,,0,,0,,1,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0,
 Jamie McBain,ARI,3,,0,,0,,0,,-1,,0,,0,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0,
 Luke Gazdic,NJD,8,,0,,0,,0,,-2,,12,,13,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0,
 Andy Andreoff,LOS,15,,0,,0,,0,,-2,,22,,29,,4,,18,,13,,0.581,,0,,0,,0,,0,,0,,9,,0,
 Josh Leivo,TOR,2,,0,,0,,0,,1,,2,,0,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0,
 Ryan Pulock,NYI,1,,0,,0,,0,,1,,0,,1,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A,
 Curtis Lazar,OTT,21,,0,,0,,0,,-4,,4,,39,,6,,18,,25,,0.419,,0,,0,,0,,0,,0,,20,,0,
 Jason Dickinson,DAL,2,,0,,0,,0,,-1,,0,,1,,1,,4,,9,,0.308,,0,,0,,0,,0,,0,,0,,N/A,
 Bobby Farnham,MON,3,,0,,0,,0,,0,,17,,8,,2,,1,,0,,1,,0,,0,,0,,0,,0,,4,,0,
 Buddy Robinson,OTT,4,,0,,0,,0,,0,,2,,9,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0,
 Matt Grzelcyk,BOS,2,,0,,0,,0,,0,,2,,0,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0,
 Daniel O'Regan,SAN,1,,0,,0,,0,,0,,0,,0,,1,,7,,6,,0.538,,0,,0,,0,,0,,0,,1,,0,
 Petteri Lindbohm,STL,5,,0,,0,,0,,-3,,4,,9,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,9,,0,
 Adam Erne,TAM,4,,0,,0,,0,,-3,,0,,15,,1,,0,,1,,0,,0,,0,,0,,0,,0,,7,,0,
 Gustav Olofsson,MIN,1,,0,,0,,0,,1,,0,,0,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A,
 Zack Mitchell,MIN,10,,0,,0,,0,,-1,,0,,14,,3,,11,,8,,0.579,,0,,0,,0,,0,,0,,9,,0,
 Yanni Gourde,TAM,2,,0,,0,,0,,0,,0,,0,,0,,3,,0,,1,,0,,0,,0,,0,,0,,1,,0,
 Michael Zalewski,VAN,1,,0,,0,,0,,-1,,0,,0,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A,
 Seth Helgeson,NJD,4,,0,,0,,0,,0,,5,,7,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0,
 Mike Liambas,NAS,1,,0,,0,,0,,-1,,0,,1,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A,
 Tyler Bertuzzi,DET,7,,0,,0,,0,,-1,,0,,12,,0,,1,,1,,0.5,,0,,0,,0,,0,,0,,3,,0,
 Ben Harpur,OTT,1,,0,,0,,0,,-1,,0,,1,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A,
 Hudson Fasching,BUF,6,,0,,0,,0,,-2,,2,,10,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0,
 Tanner Richard,TAM,3,,0,,0,,0,,-2,,2,,6,,2,,13,,17,,0.433,,0,,0,,0,,0,,0,,1,,0,
 Jujhar Khaira,EDM,1,,0,,0,,0,,-1,,0,,1,,0,,1,,2,,0.333,,0,,0,,0,,0,,0,,2,,0,
 Sean Kuraly,BOS,5,,0,,0,,0,,-1,,2,,3,,1,,1,,2,,0.333,,0,,0,,0,,0,,0,,7,,0,
 Frank Corrado,TOR,1,,0,,0,,0,,0,,2,,2,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A,
 Rob O'Gara,BOS,3,,0,,0,,0,,1,,0,,3,,7,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0,
